<<<<<<< HEAD
point	title	description	icon
10,20	my orange title	my orange description	http://www.myiconfinder.com/uploads/iconsets/256-256-a5485b563efc4511e0cd8bd04ad0fe9e.png
2,4	my aqua title	my aqua description	http://www.myiconfinder.com/uploads/iconsets/256-256-a5485b563efc4511e0cd8bd04ad0fe9e.png
42,-71	my purple title	my purple description<br/>is great	http://www.myiconfinder.com/uploads/iconsets/256-256-a5485b563efc4511e0cd8bd04ad0fe9e.png
=======
lat	lon	title	description	iconOffset
51.4817286	-0.1329688	point number 2110	point number 2110	-10,-25
51.4827286	-0.1329688	point number 2111	point number 2111	-10,-25
51.4837286	-0.1329688	point number 2112	point number 2112	-10,-25
51.4847286	-0.1329688	point number 2113	point number 2113	-10,-25
51.4857286	-0.1329688	point number 2114	point number 2114	-10,-25
51.4867286	-0.1329688	point number 2115	point number 2115	-10,-25
51.4877286	-0.1329688	point number 2116	point number 2116	-10,-25
51.4887286	-0.1329688	point number 2117	point number 2117	-10,-25
51.4897286	-0.1329688	point number 2118	point number 2118	-10,-25
51.4907286	-0.1329688	point number 2119	point number 2119	-10,-25
51.4917286	-0.1329688	point number 2120	point number 2120	-10,-25
51.4927286	-0.1329688	point number 2121	point number 2121	-10,-25
51.4937286	-0.1329688	point number 2122	point number 2122	-10,-25
51.4947286	-0.1329688	point number 2123	point number 2123	-10,-25
51.4957286	-0.1329688	point number 2124	point number 2124	-10,-25
51.4967286	-0.1329688	point number 2125	point number 2125	-10,-25
51.4977286	-0.1329688	point number 2126	point number 2126	-10,-25
51.4987286	-0.1329688	point number 2127	point number 2127	-10,-25
51.4997286	-0.1329688	point number 2128	point number 2128	-10,-25
51.5007286	-0.1329688	point number 2129	point number 2129	-10,-25
51.5017286	-0.1329688	point number 2130	point number 2130	-10,-25
51.5027286	-0.1329688	point number 2131	point number 2131	-10,-25
51.5037286	-0.1329688	point number 2132	point number 2132	-10,-25
51.5047286	-0.1329688	point number 2133	point number 2133	-10,-25
51.5057286	-0.1329688	point number 2134	point number 2134	-10,-25
51.5067286	-0.1329688	point number 2135	point number 2135	-10,-25
51.5077286	-0.1329688	point number 2136	point number 2136	-10,-25
51.5087286	-0.1329688	point number 2137	point number 2137	-10,-25
51.5097286	-0.1329688	point number 2138	point number 2138	-10,-25
51.5107286	-0.1329688	point number 2139	point number 2139	-10,-25
51.5117286	-0.1329688	point number 2140	point number 2140	-10,-25
51.5127286	-0.1329688	point number 2141	point number 2141	-10,-25
51.5137286	-0.1329688	point number 2142	point number 2142	-10,-25
51.5147286	-0.1329688	point number 2143	point number 2143	-10,-25
51.5157286	-0.1329688	point number 2144	point number 2144	-10,-25
51.5167286	-0.1329688	point number 2145	point number 2145	-10,-25
51.5177286	-0.1329688	point number 2146	point number 2146	-10,-25
51.5187286	-0.1329688	point number 2147	point number 2147	-10,-25
51.5197286	-0.1329688	point number 2148	point number 2148	-10,-25
51.5207286	-0.1329688	point number 2149	point number 2149	-10,-25
51.5217286	-0.1329688	point number 2150	point number 2150	-10,-25
51.5227286	-0.1329688	point number 2151	point number 2151	-10,-25
51.5237286	-0.1329688	point number 2152	point number 2152	-10,-25
51.5247286	-0.1329688	point number 2153	point number 2153	-10,-25
51.5257286	-0.1329688	point number 2154	point number 2154	-10,-25
51.5267286	-0.1329688	point number 2155	point number 2155	-10,-25
51.5277286	-0.1329688	point number 2156	point number 2156	-10,-25
51.5287286	-0.1329688	point number 2157	point number 2157	-10,-25
51.5297286	-0.1329688	point number 2158	point number 2158	-10,-25
51.5307286	-0.1329688	point number 2159	point number 2159	-10,-25
51.5317286	-0.1329688	point number 2160	point number 2160	-10,-25
51.5327286	-0.1329688	point number 2161	point number 2161	-10,-25
51.5337286	-0.1329688	point number 2162	point number 2162	-10,-25
51.5347286	-0.1329688	point number 2163	point number 2163	-10,-25
51.5357286	-0.1329688	point number 2164	point number 2164	-10,-25
51.5367286	-0.1329688	point number 2165	point number 2165	-10,-25
51.5377286	-0.1329688	point number 2166	point number 2166	-10,-25
51.5387286	-0.1329688	point number 2167	point number 2167	-10,-25
51.5397286	-0.1329688	point number 2168	point number 2168	-10,-25
51.5407286	-0.1329688	point number 2169	point number 2169	-10,-25
51.5417286	-0.1329688	point number 2170	point number 2170	-10,-25
51.4727286	-0.1314688	point number 2171	point number 2171	-10,-25
51.4737286	-0.1314688	point number 2172	point number 2172	-10,-25
51.4747286	-0.1314688	point number 2173	point number 2173	-10,-25
51.4757286	-0.1314688	point number 2174	point number 2174	-10,-25
51.4767286	-0.1314688	point number 2175	point number 2175	-10,-25
51.4777286	-0.1314688	point number 2176	point number 2176	-10,-25
51.4787286	-0.1314688	point number 2177	point number 2177	-10,-25
51.4797286	-0.1314688	point number 2178	point number 2178	-10,-25
51.4807286	-0.1314688	point number 2179	point number 2179	-10,-25
51.4817286	-0.1314688	point number 2180	point number 2180	-10,-25
51.4827286	-0.1314688	point number 2181	point number 2181	-10,-25
51.4837286	-0.1314688	point number 2182	point number 2182	-10,-25
51.4847286	-0.1314688	point number 2183	point number 2183	-10,-25
51.4857286	-0.1314688	point number 2184	point number 2184	-10,-25
51.4867286	-0.1314688	point number 2185	point number 2185	-10,-25
51.4877286	-0.1314688	point number 2186	point number 2186	-10,-25
51.4887286	-0.1314688	point number 2187	point number 2187	-10,-25
51.4897286	-0.1314688	point number 2188	point number 2188	-10,-25
51.4907286	-0.1314688	point number 2189	point number 2189	-10,-25
51.4917286	-0.1314688	point number 2190	point number 2190	-10,-25
51.4927286	-0.1314688	point number 2191	point number 2191	-10,-25
51.4937286	-0.1314688	point number 2192	point number 2192	-10,-25
51.4947286	-0.1314688	point number 2193	point number 2193	-10,-25
51.4957286	-0.1314688	point number 2194	point number 2194	-10,-25
51.4967286	-0.1314688	point number 2195	point number 2195	-10,-25
51.4977286	-0.1314688	point number 2196	point number 2196	-10,-25
51.4987286	-0.1314688	point number 2197	point number 2197	-10,-25
51.4997286	-0.1314688	point number 2198	point number 2198	-10,-25
51.5007286	-0.1314688	point number 2199	point number 2199	-10,-25
51.5017286	-0.1314688	point number 2200	point number 2200	-10,-25
51.5027286	-0.1314688	point number 2201	point number 2201	-10,-25
51.5037286	-0.1314688	point number 2202	point number 2202	-10,-25
51.5047286	-0.1314688	point number 2203	point number 2203	-10,-25
51.5057286	-0.1314688	point number 2204	point number 2204	-10,-25
51.5067286	-0.1314688	point number 2205	point number 2205	-10,-25
51.5077286	-0.1314688	point number 2206	point number 2206	-10,-25
51.5087286	-0.1314688	point number 2207	point number 2207	-10,-25
51.5097286	-0.1314688	point number 2208	point number 2208	-10,-25
51.5107286	-0.1314688	point number 2209	point number 2209	-10,-25
51.5117286	-0.1314688	point number 2210	point number 2210	-10,-25
51.5127286	-0.1314688	point number 2211	point number 2211	-10,-25
51.5137286	-0.1314688	point number 2212	point number 2212	-10,-25
51.5147286	-0.1314688	point number 2213	point number 2213	-10,-25
51.5157286	-0.1314688	point number 2214	point number 2214	-10,-25
51.5167286	-0.1314688	point number 2215	point number 2215	-10,-25
51.5177286	-0.1314688	point number 2216	point number 2216	-10,-25
51.5187286	-0.1314688	point number 2217	point number 2217	-10,-25
51.5197286	-0.1314688	point number 2218	point number 2218	-10,-25
51.5207286	-0.1314688	point number 2219	point number 2219	-10,-25
51.5217286	-0.1314688	point number 2220	point number 2220	-10,-25
51.5227286	-0.1314688	point number 2221	point number 2221	-10,-25
51.5237286	-0.1314688	point number 2222	point number 2222	-10,-25
51.5247286	-0.1314688	point number 2223	point number 2223	-10,-25
51.5257286	-0.1314688	point number 2224	point number 2224	-10,-25
51.5267286	-0.1314688	point number 2225	point number 2225	-10,-25
51.5277286	-0.1314688	point number 2226	point number 2226	-10,-25
51.5287286	-0.1314688	point number 2227	point number 2227	-10,-25
51.5297286	-0.1314688	point number 2228	point number 2228	-10,-25
51.5307286	-0.1314688	point number 2229	point number 2229	-10,-25
51.5317286	-0.1314688	point number 2230	point number 2230	-10,-25
51.5327286	-0.1314688	point number 2231	point number 2231	-10,-25
51.5337286	-0.1314688	point number 2232	point number 2232	-10,-25
51.5347286	-0.1314688	point number 2233	point number 2233	-10,-25
51.5357286	-0.1314688	point number 2234	point number 2234	-10,-25
51.5367286	-0.1314688	point number 2235	point number 2235	-10,-25
51.5377286	-0.1314688	point number 2236	point number 2236	-10,-25
51.5387286	-0.1314688	point number 2237	point number 2237	-10,-25
51.5397286	-0.1314688	point number 2238	point number 2238	-10,-25
51.5407286	-0.1314688	point number 2239	point number 2239	-10,-25
51.5417286	-0.1314688	point number 2240	point number 2240	-10,-25
51.4727286	-0.1299688	point number 2241	point number 2241	-10,-25
51.4737286	-0.1299688	point number 2242	point number 2242	-10,-25
51.4747286	-0.1299688	point number 2243	point number 2243	-10,-25
51.4757286	-0.1299688	point number 2244	point number 2244	-10,-25
51.4767286	-0.1299688	point number 2245	point number 2245	-10,-25
51.4777286	-0.1299688	point number 2246	point number 2246	-10,-25
51.4787286	-0.1299688	point number 2247	point number 2247	-10,-25
51.4797286	-0.1299688	point number 2248	point number 2248	-10,-25
51.4807286	-0.1299688	point number 2249	point number 2249	-10,-25
51.4817286	-0.1299688	point number 2250	point number 2250	-10,-25
51.4827286	-0.1299688	point number 2251	point number 2251	-10,-25
51.4837286	-0.1299688	point number 2252	point number 2252	-10,-25
51.4847286	-0.1299688	point number 2253	point number 2253	-10,-25
51.4857286	-0.1299688	point number 2254	point number 2254	-10,-25
51.4867286	-0.1299688	point number 2255	point number 2255	-10,-25
51.4877286	-0.1299688	point number 2256	point number 2256	-10,-25
51.4887286	-0.1299688	point number 2257	point number 2257	-10,-25
51.4897286	-0.1299688	point number 2258	point number 2258	-10,-25
51.4907286	-0.1299688	point number 2259	point number 2259	-10,-25
51.4917286	-0.1299688	point number 2260	point number 2260	-10,-25
51.4927286	-0.1299688	point number 2261	point number 2261	-10,-25
51.4937286	-0.1299688	point number 2262	point number 2262	-10,-25
51.4947286	-0.1299688	point number 2263	point number 2263	-10,-25
51.4957286	-0.1299688	point number 2264	point number 2264	-10,-25
51.4967286	-0.1299688	point number 2265	point number 2265	-10,-25
51.4977286	-0.1299688	point number 2266	point number 2266	-10,-25
51.4987286	-0.1299688	point number 2267	point number 2267	-10,-25
51.4997286	-0.1299688	point number 2268	point number 2268	-10,-25
51.5007286	-0.1299688	point number 2269	point number 2269	-10,-25
51.5017286	-0.1299688	point number 2270	point number 2270	-10,-25
51.5027286	-0.1299688	point number 2271	point number 2271	-10,-25
51.5037286	-0.1299688	point number 2272	point number 2272	-10,-25
51.5047286	-0.1299688	point number 2273	point number 2273	-10,-25
51.5057286	-0.1299688	point number 2274	point number 2274	-10,-25
51.5067286	-0.1299688	point number 2275	point number 2275	-10,-25
51.5077286	-0.1299688	point number 2276	point number 2276	-10,-25
51.5087286	-0.1299688	point number 2277	point number 2277	-10,-25
51.5097286	-0.1299688	point number 2278	point number 2278	-10,-25
51.5107286	-0.1299688	point number 2279	point number 2279	-10,-25
51.5117286	-0.1299688	point number 2280	point number 2280	-10,-25
51.5127286	-0.1299688	point number 2281	point number 2281	-10,-25
51.5137286	-0.1299688	point number 2282	point number 2282	-10,-25
51.5147286	-0.1299688	point number 2283	point number 2283	-10,-25
51.5157286	-0.1299688	point number 2284	point number 2284	-10,-25
51.5167286	-0.1299688	point number 2285	point number 2285	-10,-25
51.5177286	-0.1299688	point number 2286	point number 2286	-10,-25
51.5187286	-0.1299688	point number 2287	point number 2287	-10,-25
51.5197286	-0.1299688	point number 2288	point number 2288	-10,-25
51.5207286	-0.1299688	point number 2289	point number 2289	-10,-25
51.5217286	-0.1299688	point number 2290	point number 2290	-10,-25
51.5227286	-0.1299688	point number 2291	point number 2291	-10,-25
51.5237286	-0.1299688	point number 2292	point number 2292	-10,-25
51.5247286	-0.1299688	point number 2293	point number 2293	-10,-25
51.5257286	-0.1299688	point number 2294	point number 2294	-10,-25
51.5267286	-0.1299688	point number 2295	point number 2295	-10,-25
51.5277286	-0.1299688	point number 2296	point number 2296	-10,-25
51.5287286	-0.1299688	point number 2297	point number 2297	-10,-25
51.5297286	-0.1299688	point number 2298	point number 2298	-10,-25
51.5307286	-0.1299688	point number 2299	point number 2299	-10,-25
51.5317286	-0.1299688	point number 2300	point number 2300	-10,-25
51.5327286	-0.1299688	point number 2301	point number 2301	-10,-25
51.5337286	-0.1299688	point number 2302	point number 2302	-10,-25
51.5347286	-0.1299688	point number 2303	point number 2303	-10,-25
51.5357286	-0.1299688	point number 2304	point number 2304	-10,-25
51.5367286	-0.1299688	point number 2305	point number 2305	-10,-25
51.5377286	-0.1299688	point number 2306	point number 2306	-10,-25
51.5387286	-0.1299688	point number 2307	point number 2307	-10,-25
51.5397286	-0.1299688	point number 2308	point number 2308	-10,-25
51.5407286	-0.1299688	point number 2309	point number 2309	-10,-25
51.5417286	-0.1299688	point number 2310	point number 2310	-10,-25
51.4727286	-0.1284688	point number 2311	point number 2311	-10,-25
51.4737286	-0.1284688	point number 2312	point number 2312	-10,-25
51.4747286	-0.1284688	point number 2313	point number 2313	-10,-25
51.4757286	-0.1284688	point number 2314	point number 2314	-10,-25
51.4767286	-0.1284688	point number 2315	point number 2315	-10,-25
51.4777286	-0.1284688	point number 2316	point number 2316	-10,-25
51.4787286	-0.1284688	point number 2317	point number 2317	-10,-25
51.4797286	-0.1284688	point number 2318	point number 2318	-10,-25
51.4807286	-0.1284688	point number 2319	point number 2319	-10,-25
51.4817286	-0.1284688	point number 2320	point number 2320	-10,-25
51.4827286	-0.1284688	point number 2321	point number 2321	-10,-25
51.4837286	-0.1284688	point number 2322	point number 2322	-10,-25
51.4847286	-0.1284688	point number 2323	point number 2323	-10,-25
51.4857286	-0.1284688	point number 2324	point number 2324	-10,-25
51.4867286	-0.1284688	point number 2325	point number 2325	-10,-25
51.4877286	-0.1284688	point number 2326	point number 2326	-10,-25
51.4887286	-0.1284688	point number 2327	point number 2327	-10,-25
51.4897286	-0.1284688	point number 2328	point number 2328	-10,-25
51.4907286	-0.1284688	point number 2329	point number 2329	-10,-25
51.4917286	-0.1284688	point number 2330	point number 2330	-10,-25
51.4927286	-0.1284688	point number 2331	point number 2331	-10,-25
51.4937286	-0.1284688	point number 2332	point number 2332	-10,-25
51.4947286	-0.1284688	point number 2333	point number 2333	-10,-25
51.4957286	-0.1284688	point number 2334	point number 2334	-10,-25
51.4967286	-0.1284688	point number 2335	point number 2335	-10,-25
51.4977286	-0.1284688	point number 2336	point number 2336	-10,-25
51.4987286	-0.1284688	point number 2337	point number 2337	-10,-25
51.4997286	-0.1284688	point number 2338	point number 2338	-10,-25
51.5007286	-0.1284688	point number 2339	point number 2339	-10,-25
51.5017286	-0.1284688	point number 2340	point number 2340	-10,-25
51.5027286	-0.1284688	point number 2341	point number 2341	-10,-25
51.5037286	-0.1284688	point number 2342	point number 2342	-10,-25
51.5047286	-0.1284688	point number 2343	point number 2343	-10,-25
51.5057286	-0.1284688	point number 2344	point number 2344	-10,-25
51.5067286	-0.1284688	point number 2345	point number 2345	-10,-25
51.5077286	-0.1284688	point number 2346	point number 2346	-10,-25
51.5087286	-0.1284688	point number 2347	point number 2347	-10,-25
51.5097286	-0.1284688	point number 2348	point number 2348	-10,-25
51.5107286	-0.1284688	point number 2349	point number 2349	-10,-25
51.5117286	-0.1284688	point number 2350	point number 2350	-10,-25
51.5127286	-0.1284688	point number 2351	point number 2351	-10,-25
51.5137286	-0.1284688	point number 2352	point number 2352	-10,-25
51.5147286	-0.1284688	point number 2353	point number 2353	-10,-25
51.5157286	-0.1284688	point number 2354	point number 2354	-10,-25
51.5167286	-0.1284688	point number 2355	point number 2355	-10,-25
51.5177286	-0.1284688	point number 2356	point number 2356	-10,-25
51.5187286	-0.1284688	point number 2357	point number 2357	-10,-25
51.5197286	-0.1284688	point number 2358	point number 2358	-10,-25
51.5207286	-0.1284688	point number 2359	point number 2359	-10,-25
51.5217286	-0.1284688	point number 2360	point number 2360	-10,-25
51.5227286	-0.1284688	point number 2361	point number 2361	-10,-25
51.5237286	-0.1284688	point number 2362	point number 2362	-10,-25
51.5247286	-0.1284688	point number 2363	point number 2363	-10,-25
51.5257286	-0.1284688	point number 2364	point number 2364	-10,-25
51.5267286	-0.1284688	point number 2365	point number 2365	-10,-25
51.5277286	-0.1284688	point number 2366	point number 2366	-10,-25
51.5287286	-0.1284688	point number 2367	point number 2367	-10,-25
51.5297286	-0.1284688	point number 2368	point number 2368	-10,-25
51.5307286	-0.1284688	point number 2369	point number 2369	-10,-25
51.5317286	-0.1284688	point number 2370	point number 2370	-10,-25
51.5327286	-0.1284688	point number 2371	point number 2371	-10,-25
51.5337286	-0.1284688	point number 2372	point number 2372	-10,-25
51.5347286	-0.1284688	point number 2373	point number 2373	-10,-25
51.5357286	-0.1284688	point number 2374	point number 2374	-10,-25
51.5367286	-0.1284688	point number 2375	point number 2375	-10,-25
51.5377286	-0.1284688	point number 2376	point number 2376	-10,-25
51.5387286	-0.1284688	point number 2377	point number 2377	-10,-25
51.5397286	-0.1284688	point number 2378	point number 2378	-10,-25
51.5407286	-0.1284688	point number 2379	point number 2379	-10,-25
51.5417286	-0.1284688	point number 2380	point number 2380	-10,-25
51.4727286	-0.1269688	point number 2381	point number 2381	-10,-25
51.4737286	-0.1269688	point number 2382	point number 2382	-10,-25
51.4747286	-0.1269688	point number 2383	point number 2383	-10,-25
51.4757286	-0.1269688	point number 2384	point number 2384	-10,-25
51.4767286	-0.1269688	point number 2385	point number 2385	-10,-25
51.4777286	-0.1269688	point number 2386	point number 2386	-10,-25
51.4787286	-0.1269688	point number 2387	point number 2387	-10,-25
51.4797286	-0.1269688	point number 2388	point number 2388	-10,-25
51.4807286	-0.1269688	point number 2389	point number 2389	-10,-25
51.4817286	-0.1269688	point number 2390	point number 2390	-10,-25
51.4827286	-0.1269688	point number 2391	point number 2391	-10,-25
51.4837286	-0.1269688	point number 2392	point number 2392	-10,-25
51.4847286	-0.1269688	point number 2393	point number 2393	-10,-25
51.4857286	-0.1269688	point number 2394	point number 2394	-10,-25
51.4867286	-0.1269688	point number 2395	point number 2395	-10,-25
51.4877286	-0.1269688	point number 2396	point number 2396	-10,-25
51.4887286	-0.1269688	point number 2397	point number 2397	-10,-25
51.4897286	-0.1269688	point number 2398	point number 2398	-10,-25
51.4907286	-0.1269688	point number 2399	point number 2399	-10,-25
51.4917286	-0.1269688	point number 2400	point number 2400	-10,-25
51.4927286	-0.1269688	point number 2401	point number 2401	-10,-25
51.4937286	-0.1269688	point number 2402	point number 2402	-10,-25
51.4947286	-0.1269688	point number 2403	point number 2403	-10,-25
51.4957286	-0.1269688	point number 2404	point number 2404	-10,-25
51.4967286	-0.1269688	point number 2405	point number 2405	-10,-25
51.4977286	-0.1269688	point number 2406	point number 2406	-10,-25
51.4987286	-0.1269688	point number 2407	point number 2407	-10,-25
51.4997286	-0.1269688	point number 2408	point number 2408	-10,-25
51.5007286	-0.1269688	point number 2409	point number 2409	-10,-25
51.5017286	-0.1269688	point number 2410	point number 2410	-10,-25
51.5027286	-0.1269688	point number 2411	point number 2411	-10,-25
51.5037286	-0.1269688	point number 2412	point number 2412	-10,-25
51.5047286	-0.1269688	point number 2413	point number 2413	-10,-25
51.5057286	-0.1269688	point number 2414	point number 2414	-10,-25
51.5067286	-0.1269688	point number 2415	point number 2415	-10,-25
51.5077286	-0.1269688	point number 2416	point number 2416	-10,-25
51.5087286	-0.1269688	point number 2417	point number 2417	-10,-25
51.5097286	-0.1269688	point number 2418	point number 2418	-10,-25
51.5107286	-0.1269688	point number 2419	point number 2419	-10,-25
51.5117286	-0.1269688	point number 2420	point number 2420	-10,-25
51.5127286	-0.1269688	point number 2421	point number 2421	-10,-25
51.5137286	-0.1269688	point number 2422	point number 2422	-10,-25
51.5147286	-0.1269688	point number 2423	point number 2423	-10,-25
51.5157286	-0.1269688	point number 2424	point number 2424	-10,-25
51.5167286	-0.1269688	point number 2425	point number 2425	-10,-25
51.5177286	-0.1269688	point number 2426	point number 2426	-10,-25
51.5187286	-0.1269688	point number 2427	point number 2427	-10,-25
51.5197286	-0.1269688	point number 2428	point number 2428	-10,-25
51.5207286	-0.1269688	point number 2429	point number 2429	-10,-25
51.5217286	-0.1269688	point number 2430	point number 2430	-10,-25
51.5227286	-0.1269688	point number 2431	point number 2431	-10,-25
51.5237286	-0.1269688	point number 2432	point number 2432	-10,-25
51.5247286	-0.1269688	point number 2433	point number 2433	-10,-25
51.5257286	-0.1269688	point number 2434	point number 2434	-10,-25
51.5267286	-0.1269688	point number 2435	point number 2435	-10,-25
51.5277286	-0.1269688	point number 2436	point number 2436	-10,-25
51.5287286	-0.1269688	point number 2437	point number 2437	-10,-25
51.5297286	-0.1269688	point number 2438	point number 2438	-10,-25
51.5307286	-0.1269688	point number 2439	point number 2439	-10,-25
51.5317286	-0.1269688	point number 2440	point number 2440	-10,-25
51.5327286	-0.1269688	point number 2441	point number 2441	-10,-25
51.5337286	-0.1269688	point number 2442	point number 2442	-10,-25
51.5347286	-0.1269688	point number 2443	point number 2443	-10,-25
51.5357286	-0.1269688	point number 2444	point number 2444	-10,-25
51.5367286	-0.1269688	point number 2445	point number 2445	-10,-25
51.5377286	-0.1269688	point number 2446	point number 2446	-10,-25
51.5387286	-0.1269688	point number 2447	point number 2447	-10,-25
51.5397286	-0.1269688	point number 2448	point number 2448	-10,-25
51.5407286	-0.1269688	point number 2449	point number 2449	-10,-25
51.5417286	-0.1269688	point number 2450	point number 2450	-10,-25
51.4727286	-0.1254688	point number 2451	point number 2451	-10,-25
51.4737286	-0.1254688	point number 2452	point number 2452	-10,-25
51.4747286	-0.1254688	point number 2453	point number 2453	-10,-25
51.4757286	-0.1254688	point number 2454	point number 2454	-10,-25
51.4767286	-0.1254688	point number 2455	point number 2455	-10,-25
51.4777286	-0.1254688	point number 2456	point number 2456	-10,-25
51.4787286	-0.1254688	point number 2457	point number 2457	-10,-25
51.4797286	-0.1254688	point number 2458	point number 2458	-10,-25
51.4807286	-0.1254688	point number 2459	point number 2459	-10,-25
51.4817286	-0.1254688	point number 2460	point number 2460	-10,-25
51.4827286	-0.1254688	point number 2461	point number 2461	-10,-25
51.4837286	-0.1254688	point number 2462	point number 2462	-10,-25
51.4847286	-0.1254688	point number 2463	point number 2463	-10,-25
51.4857286	-0.1254688	point number 2464	point number 2464	-10,-25
51.4867286	-0.1254688	point number 2465	point number 2465	-10,-25
51.4877286	-0.1254688	point number 2466	point number 2466	-10,-25
51.4887286	-0.1254688	point number 2467	point number 2467	-10,-25
51.4897286	-0.1254688	point number 2468	point number 2468	-10,-25
51.4907286	-0.1254688	point number 2469	point number 2469	-10,-25
51.4917286	-0.1254688	point number 2470	point number 2470	-10,-25
51.4927286	-0.1254688	point number 2471	point number 2471	-10,-25
51.4937286	-0.1254688	point number 2472	point number 2472	-10,-25
51.4947286	-0.1254688	point number 2473	point number 2473	-10,-25
51.4957286	-0.1254688	point number 2474	point number 2474	-10,-25
51.4967286	-0.1254688	point number 2475	point number 2475	-10,-25
51.4977286	-0.1254688	point number 2476	point number 2476	-10,-25
51.4987286	-0.1254688	point number 2477	point number 2477	-10,-25
51.4997286	-0.1254688	point number 2478	point number 2478	-10,-25
51.5007286	-0.1254688	point number 2479	point number 2479	-10,-25
51.5017286	-0.1254688	point number 2480	point number 2480	-10,-25
51.5027286	-0.1254688	point number 2481	point number 2481	-10,-25
51.5037286	-0.1254688	point number 2482	point number 2482	-10,-25
51.5047286	-0.1254688	point number 2483	point number 2483	-10,-25
51.5057286	-0.1254688	point number 2484	point number 2484	-10,-25
51.5067286	-0.1254688	point number 2485	point number 2485	-10,-25
51.5077286	-0.1254688	point number 2486	point number 2486	-10,-25
51.5087286	-0.1254688	point number 2487	point number 2487	-10,-25
51.5097286	-0.1254688	point number 2488	point number 2488	-10,-25
51.5107286	-0.1254688	point number 2489	point number 2489	-10,-25
51.5117286	-0.1254688	point number 2490	point number 2490	-10,-25
51.5127286	-0.1254688	point number 2491	point number 2491	-10,-25
51.5137286	-0.1254688	point number 2492	point number 2492	-10,-25
51.5147286	-0.1254688	point number 2493	point number 2493	-10,-25
51.5157286	-0.1254688	point number 2494	point number 2494	-10,-25
51.5167286	-0.1254688	point number 2495	point number 2495	-10,-25
51.5177286	-0.1254688	point number 2496	point number 2496	-10,-25
51.5187286	-0.1254688	point number 2497	point number 2497	-10,-25
51.5197286	-0.1254688	point number 2498	point number 2498	-10,-25
51.5207286	-0.1254688	point number 2499	point number 2499	-10,-25
51.5217286	-0.1254688	point number 2500	point number 2500	-10,-25
51.5227286	-0.1254688	point number 2501	point number 2501	-10,-25
51.5237286	-0.1254688	point number 2502	point number 2502	-10,-25
51.5247286	-0.1254688	point number 2503	point number 2503	-10,-25
51.5257286	-0.1254688	point number 2504	point number 2504	-10,-25
51.5267286	-0.1254688	point number 2505	point number 2505	-10,-25
51.5277286	-0.1254688	point number 2506	point number 2506	-10,-25
51.5287286	-0.1254688	point number 2507	point number 2507	-10,-25
51.5297286	-0.1254688	point number 2508	point number 2508	-10,-25
51.5307286	-0.1254688	point number 2509	point number 2509	-10,-25
51.5317286	-0.1254688	point number 2510	point number 2510	-10,-25
51.5327286	-0.1254688	point number 2511	point number 2511	-10,-25
51.5337286	-0.1254688	point number 2512	point number 2512	-10,-25
51.5347286	-0.1254688	point number 2513	point number 2513	-10,-25
51.5357286	-0.1254688	point number 2514	point number 2514	-10,-25
51.5367286	-0.1254688	point number 2515	point number 2515	-10,-25
51.5377286	-0.1254688	point number 2516	point number 2516	-10,-25
51.5387286	-0.1254688	point number 2517	point number 2517	-10,-25
51.5397286	-0.1254688	point number 2518	point number 2518	-10,-25
51.5407286	-0.1254688	point number 2519	point number 2519	-10,-25
51.5417286	-0.1254688	point number 2520	point number 2520	-10,-25
51.4727286	-0.1239688	point number 2521	point number 2521	-10,-25
51.4737286	-0.1239688	point number 2522	point number 2522	-10,-25
51.4747286	-0.1239688	point number 2523	point number 2523	-10,-25
51.4757286	-0.1239688	point number 2524	point number 2524	-10,-25
51.4767286	-0.1239688	point number 2525	point number 2525	-10,-25
51.4777286	-0.1239688	point number 2526	point number 2526	-10,-25
51.4787286	-0.1239688	point number 2527	point number 2527	-10,-25
51.4797286	-0.1239688	point number 2528	point number 2528	-10,-25
51.4807286	-0.1239688	point number 2529	point number 2529	-10,-25
51.4817286	-0.1239688	point number 2530	point number 2530	-10,-25
51.4827286	-0.1239688	point number 2531	point number 2531	-10,-25
51.4837286	-0.1239688	point number 2532	point number 2532	-10,-25
51.4847286	-0.1239688	point number 2533	point number 2533	-10,-25
51.4857286	-0.1239688	point number 2534	point number 2534	-10,-25
51.4867286	-0.1239688	point number 2535	point number 2535	-10,-25
51.4877286	-0.1239688	point number 2536	point number 2536	-10,-25
51.4887286	-0.1239688	point number 2537	point number 2537	-10,-25
51.4897286	-0.1239688	point number 2538	point number 2538	-10,-25
51.4907286	-0.1239688	point number 2539	point number 2539	-10,-25
51.4917286	-0.1239688	point number 2540	point number 2540	-10,-25
51.4927286	-0.1239688	point number 2541	point number 2541	-10,-25
51.4937286	-0.1239688	point number 2542	point number 2542	-10,-25
51.4947286	-0.1239688	point number 2543	point number 2543	-10,-25
51.4957286	-0.1239688	point number 2544	point number 2544	-10,-25
51.4967286	-0.1239688	point number 2545	point number 2545	-10,-25
51.4977286	-0.1239688	point number 2546	point number 2546	-10,-25
51.4987286	-0.1239688	point number 2547	point number 2547	-10,-25
51.4997286	-0.1239688	point number 2548	point number 2548	-10,-25
51.5007286	-0.1239688	point number 2549	point number 2549	-10,-25
51.5017286	-0.1239688	point number 2550	point number 2550	-10,-25
51.5027286	-0.1239688	point number 2551	point number 2551	-10,-25
51.5037286	-0.1239688	point number 2552	point number 2552	-10,-25
